Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
In progress,3465,Low,Email,Product setup,1st line support,Bernard Beckley,2023-10-30 05:51:10,2023-11-01 05:51:10,2023-10-30 06:51:10,2023-10-30 06:04:03.988,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,3467,Low,Chat,Feature request,2nd line support,Michele Whyatt,2023-10-31 15:07:33,2023-11-01 15:07:33,2023-10-31 15:09:33,2023-10-31 15:07:51.456,Within SLA,2023-10-31 15:26:10.147,Within SLA,,6.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
In progress,3469,Low,Email,Training request,1st line support,Nicola Wane,2023-10-31 20:58:47,2023-11-02 20:58:47,2023-10-31 21:58:47,2023-10-31 21:05:32.536,Within SLA,,SLA Violated,,7.0,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
In progress,3472,Low,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,2023-10-31 16:06:51,2023-11-01 16:06:51,2023-10-31 16:08:51,2023-10-31 16:06:54.890,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,3478,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-11-01 21:15:52,2023-11-02 21:15:52,2023-11-01 21:17:52,2023-11-01 21:17:50.062,Within SLA,2023-11-05 12:42:48.657,SLA Violated,,7.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
Resolved,3481,Medium,Email,Bug report,1st line support,Bernard Beckley,2023-11-01 23:54:55,2023-11-03 23:54:55,2023-11-02 00:54:55,2023-11-02 00:26:48.528,Within SLA,2023-11-03 06:21:11.284,Within SLA,,3.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
In progress,3482,High,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-11-01 10:21:54,2023-11-03 10:21:54,2023-11-01 11:21:54,2023-11-01 10:52:35.485,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
In progress,3484,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-01 08:18:40,2023-11-03 08:18:40,2023-11-01 09:18:40,2023-11-01 08:36:03.491,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,3486,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-02 19:25:27,2023-11-04 19:25:27,2023-11-02 20:25:27,2023-11-02 20:37:39.880,SLA Violated,,SLA Violated,,3.0,,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3487,Medium,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-02 06:12:26,2023-11-04 06:12:26,2023-11-02 07:12:26,2023-11-02 07:09:05.753,Within SLA,2023-11-02 10:10:59.528,Within SLA,,1.0,,Ready to use Software,Tier 2,Poland,52.536273,19.050639
In progress,3490,Low,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-02 02:48:53,2023-11-04 02:48:53,2023-11-02 03:48:53,2023-11-02 03:43:19.921,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 2,Greece,39.368279,21.863141
Resolved,3493,Low,Email,Other,1st line support,Connor Danielovitch,2023-11-02 08:00:12,2023-11-04 08:00:12,2023-11-02 09:00:12,2023-11-02 08:19:33.674,Within SLA,2023-11-02 14:22:37.331,Within SLA,,7.0,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,3494,High,Chat,Pricing and Licensing,1st line support,Sheela Cutten,2023-11-02 15:27:33,2023-11-03 15:27:33,2023-11-02 15:29:33,2023-11-02 15:29:27.624,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
In progress,3507,High,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-11-04 18:21:44,2023-11-05 18:21:44,2023-11-04 18:23:44,2023-11-04 18:23:02.611,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3523,Medium,Chat,Feature request,1st line support,Bernard Beckley,2023-11-05 16:52:21,2023-11-06 16:52:21,2023-11-05 16:54:21,2023-11-05 16:54:15.946,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,3526,Low,Email,Product setup,1st line support,Kristos Westoll,2023-11-06 09:49:23,2023-11-08 09:49:23,2023-11-06 10:49:23,2023-11-06 10:28:05.355,Within SLA,,SLA Violated,,1.0,,Other,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,3532,Medium,Email,Product setup,1st line support,Kristos Westoll,2023-11-06 00:36:36,2023-11-08 00:36:36,2023-11-06 01:36:36,2023-11-06 01:03:24.721,Within SLA,,SLA Violated,,8.0,,Training and Consulting Services,Tier 1,Spain,39.67337,-4.767726
Resolved,3534,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-07 00:28:30,2023-11-09 00:28:30,2023-11-07 01:28:30,2023-11-07 00:47:40.464,Within SLA,2023-11-12 20:42:53.730,SLA Violated,,5.0,,Other,Tier 1,Austria,47.6964719,13.3457347
Resolved,3542,Medium,Email,Feature request,1st line support,Bernard Beckley,2023-11-08 20:42:42,2023-11-10 20:42:42,2023-11-08 21:42:42,2023-11-08 21:29:41.409,Within SLA,2023-11-08 20:43:52.503,Within SLA,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3543,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-11-08 22:46:35,2023-11-10 22:46:35,2023-11-08 23:46:35,2023-11-08 22:56:38.398,Within SLA,2023-11-09 00:42:28.268,Within SLA,,3.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3544,Low,Email,Feature request,2nd line support,Michele Whyatt,2023-11-08 01:13:09,2023-11-10 01:13:09,2023-11-08 02:13:09,2023-11-08 02:00:19.498,Within SLA,2023-11-09 18:35:28.414,Within SLA,,2.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,3547,Medium,Chat,Other,1st line support,Kristos Westoll,2023-11-08 02:07:36,2023-11-09 02:07:36,2023-11-08 02:09:36,2023-11-08 02:13:27.299,SLA Violated,2023-11-08 18:25:53.531,Within SLA,,2.0,,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565
Resolved,3548,Low,Email,Other,1st line support,Nicola Wane,2023-11-08 11:37:14,2023-11-10 11:37:14,2023-11-08 12:37:14,2023-11-08 12:26:42.625,Within SLA,2023-11-11 13:57:47.721,SLA Violated,,6.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,3550,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-08 12:19:12,2023-11-09 12:19:12,2023-11-08 12:21:12,2023-11-08 12:20:03.170,Within SLA,2023-11-09 07:10:20.478,Within SLA,,5.0,,Ready to use Software,Tier 2,Slovenia,46.1491664,14.9860106
In progress,3552,Low,Chat,Other,1st line support,Kristos Westoll,2023-11-08 07:52:27,2023-11-09 07:52:27,2023-11-08 07:54:27,2023-11-08 07:53:25.383,Within SLA,,SLA Violated,,8.0,,Custom software development,Tier 1,France,48.864716,2.349014
In progress,3554,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-11-09 20:45:50,2023-11-11 20:45:50,2023-11-09 21:45:50,2023-11-09 21:44:19.824,Within SLA,,SLA Violated,,8.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3561,Medium,Email,Pricing and Licensing,1st line support,Connor Danielovitch,2023-11-09 00:43:22,2023-11-11 00:43:22,2023-11-09 01:43:22,2023-11-09 01:01:01.925,Within SLA,2023-11-10 22:06:03.966,Within SLA,,1.0,,Custom software development,Tier 1,Spain,39.67337,-4.767726
Resolved,3568,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-11-10 06:58:51,2023-11-11 06:58:51,2023-11-10 07:00:51,2023-11-10 07:00:14.918,Within SLA,2023-11-11 01:54:47.528,Within SLA,,6.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,3571,High,Phone,Feature request,1st line support,Nicola Wane,2023-11-11 00:34:31,2023-11-13 00:34:31,2023-11-11 00:36:31,2023-11-11 00:37:57.508,SLA Violated,2023-11-12 20:55:24.902,Within SLA,,4.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3584,Medium,Phone,Feature request,1st line support,Connor Danielovitch,2023-11-13 16:51:30,2023-11-15 16:51:30,2023-11-13 16:53:30,2023-11-13 16:53:00.837,Within SLA,2023-11-15 10:20:37.456,Within SLA,,2.0,,Other,Tier 1,France,48.864716,2.349014
In progress,3585,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-13 15:05:45,2023-11-15 15:05:45,2023-11-13 16:05:45,2023-11-13 15:55:46.365,Within SLA,,SLA Violated,,5.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
In progress,3586,Low,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-13 08:27:15,2023-11-15 08:27:15,2023-11-13 09:27:15,2023-11-13 08:59:24.616,Within SLA,,SLA Violated,,5.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3588,High,Chat,Product setup,1st line support,Sheela Cutten,2023-11-13 23:03:20,2023-11-14 23:03:20,2023-11-13 23:05:20,2023-11-13 23:03:42.488,Within SLA,2023-11-14 11:15:15.766,Within SLA,,9.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3590,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-13 04:21:58,2023-11-14 04:21:58,2023-11-13 04:23:58,2023-11-13 04:25:48.641,SLA Violated,,SLA Violated,,6.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
In progress,3593,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-14 05:07:29,2023-11-15 05:07:29,2023-11-14 05:09:29,2023-11-14 05:09:03.542,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
In progress,3595,Low,Email,Training request,1st line support,Bernard Beckley,2023-11-14 09:01:58,2023-11-16 09:01:58,2023-11-14 10:01:58,2023-11-14 09:53:19.416,Within SLA,,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3597,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,2023-11-14 05:20:32,2023-11-16 05:20:32,2023-11-14 05:22:32,2023-11-14 05:22:17.089,Within SLA,2023-11-15 19:11:06.015,Within SLA,,1.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
In progress,3598,High,Email,Product setup,1st line support,Bernard Beckley,2023-11-14 02:14:10,2023-11-16 02:14:10,2023-11-14 03:14:10,2023-11-14 03:06:58.412,Within SLA,,SLA Violated,,7.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,3599,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-11-14 05:51:57,2023-11-15 05:51:57,2023-11-14 05:53:57,2023-11-14 05:52:10.523,Within SLA,2023-11-18 05:17:43.590,SLA Violated,,5.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3600,Low,Email,Product setup,1st line support,Kristos Westoll,2023-11-15 13:43:51,2023-11-17 13:43:51,2023-11-15 14:43:51,2023-11-15 14:40:46.321,Within SLA,2023-11-16 08:14:46.783,Within SLA,,8.0,,Other,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,3602,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-11-15 16:13:20,2023-11-16 16:13:20,2023-11-15 16:15:20,2023-11-15 16:14:50.573,Within SLA,,SLA Violated,,6.0,,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973
In progress,3603,Low,Chat,Pricing and licensing,2nd line support,Heather Urry,2023-11-15 15:32:02,2023-11-16 15:32:02,2023-11-15 15:34:02,2023-11-15 15:36:41.088,SLA Violated,,SLA Violated,,2.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
In progress,3605,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-15 08:13:13,2023-11-17 08:13:13,2023-11-15 09:13:13,2023-11-15 09:57:35.126,SLA Violated,,SLA Violated,,1.0,,Other,Tier 1,Poland,52.536273,19.050639
Resolved,3606,Low,Email,Feature request,1st line support,Nicola Wane,2023-11-15 19:48:19,2023-11-17 19:48:19,2023-11-15 20:48:19,2023-11-15 19:56:51.394,Within SLA,2023-11-17 22:03:11.859,SLA Violated,,8.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
In progress,3610,Medium,Chat,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-11-16 12:28:46,2023-11-17 12:28:46,2023-11-16 12:30:46,2023-11-16 12:30:14.454,Within SLA,,SLA Violated,,8.0,,Ready to use Software,Tier 2,Germany,51.165691,10.451526
Resolved,3613,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-16 03:18:36,2023-11-17 03:18:36,2023-11-16 03:20:36,2023-11-16 03:19:03.716,Within SLA,2023-11-20 07:19:08.090,SLA Violated,,2.0,,Custom software development,Tier 2,Republic of Ireland,53.094024,-8.019675
In progress,3615,Low,Chat,Training request,1st line support,Connor Danielovitch,2023-11-17 21:49:34,2023-11-18 21:49:34,2023-11-17 21:51:34,2023-11-17 21:50:52.222,Within SLA,,SLA Violated,,6.0,,Training and Consulting Services,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,3616,Low,Email,Feature request,1st line support,Nicola Wane,2023-11-17 05:21:24,2023-11-19 05:21:24,2023-11-17 06:21:24,2023-11-17 05:33:49.280,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,3617,Medium,Email,Product setup,2nd line support,Adolpho Messingham,2023-11-17 07:52:27,2023-11-19 07:52:27,2023-11-17 08:52:27,2023-11-17 08:23:56.403,Within SLA,2023-11-18 06:09:15.771,Within SLA,,3.0,,Other,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,3620,Low,Email,Pricing and Licensing,1st line support,Sheela Cutten,2023-11-17 20:00:23,2023-11-19 20:00:23,2023-11-17 21:00:23,2023-11-17 20:39:52.127,Within SLA,2023-11-18 07:32:22.822,Within SLA,,6.0,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,3630,Medium,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-11-18 20:23:28,2023-11-20 20:23:28,2023-11-18 21:23:28,2023-11-18 20:41:39.069,Within SLA,2023-11-19 16:14:02.608,Within SLA,,6.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,3631,Low,Phone,Product setup,1st line support,Connor Danielovitch,2023-11-19 20:03:12,2023-11-21 20:03:12,2023-11-19 20:05:12,2023-11-19 20:04:18.957,Within SLA,2023-11-20 01:58:38.968,Within SLA,,4.0,,Ready to use Software,Tier 1,Spain,39.67337,-4.767726
Resolved,3633,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-19 01:06:29,2023-11-21 01:06:29,2023-11-19 02:06:29,2023-11-19 01:26:21.733,Within SLA,2023-11-21 02:14:28.585,SLA Violated,,2.0,,Training and Consulting Services,Tier 1,Spain,39.67337,-4.767726
Resolved,3634,Low,Email,Feature request,1st line support,Sheela Cutten,2023-11-19 07:13:50,2023-11-21 07:13:50,2023-11-19 08:13:50,2023-11-19 08:02:03.985,Within SLA,2023-11-24 22:46:55.987,SLA Violated,,9.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
In progress,3644,High,Phone,Product setup,1st line support,Bernard Beckley,2023-11-20 04:03:51,2023-11-22 04:03:51,2023-11-20 04:05:51,2023-11-20 04:04:23.728,Within SLA,,SLA Violated,,3.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3648,High,Chat,Product setup,1st line support,Sheela Cutten,2023-11-20 06:00:11,2023-11-21 06:00:11,2023-11-20 06:02:11,2023-11-20 06:00:46.311,Within SLA,2023-11-20 10:33:00.525,Within SLA,,8.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
In progress,3649,Medium,Email,Bug report,1st line support,Connor Danielovitch,2023-11-20 19:02:57,2023-11-22 19:02:57,2023-11-20 20:02:57,2023-11-20 19:07:07.745,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,3658,Medium,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-11-22 09:08:52,2023-11-23 09:08:52,2023-11-22 09:10:52,2023-11-22 09:10:05.667,Within SLA,2023-11-23 09:27:42.533,SLA Violated,,5.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
Resolved,3659,High,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-22 04:35:34,2023-11-23 04:35:34,2023-11-22 04:37:34,2023-11-22 04:36:03.309,Within SLA,2023-11-22 19:39:26.310,Within SLA,,2.0,,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126
In progress,3660,Low,Email,Product setup,1st line support,Nicola Wane,2023-11-22 15:51:37,2023-11-24 15:51:37,2023-11-22 16:51:37,2023-11-22 16:32:07.436,Within SLA,,SLA Violated,,10.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3665,Low,Chat,Product setup,2nd line support,Heather Urry,2023-11-22 14:26:53,2023-11-23 14:26:53,2023-11-22 14:28:53,2023-11-22 14:28:04.879,Within SLA,2023-11-25 19:50:04.662,SLA Violated,,6.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
In progress,3669,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-23 06:42:07,2023-11-24 06:42:07,2023-11-23 06:44:07,2023-11-23 06:43:28.670,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
Resolved,3670,Medium,Chat,Bug report,1st line support,Bernard Beckley,2023-11-23 19:35:42,2023-11-24 19:35:42,2023-11-23 19:37:42,2023-11-23 19:36:30.400,Within SLA,2023-11-27 08:54:06.770,SLA Violated,,5.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,3671,High,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-23 05:58:08,2023-11-24 05:58:08,2023-11-23 06:00:08,2023-11-23 05:58:24.132,Within SLA,2023-11-23 13:18:36.752,Within SLA,,5.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3672,Low,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-11-23 10:29:17,2023-11-24 10:29:17,2023-11-23 10:31:17,2023-11-23 10:30:21.122,Within SLA,2023-11-23 16:37:45.853,Within SLA,,8.0,,Training and Consulting Services,Tier 2,Czech Republic,49.8037633,15.4749126
Resolved,3674,Low,Chat,Feature request,1st line support,Nicola Wane,2023-11-24 00:20:37,2023-11-25 00:20:37,2023-11-24 00:22:37,2023-11-24 00:21:07.236,Within SLA,2023-11-25 12:24:19.333,SLA Violated,,6.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,3677,High,Email,Product setup,2nd line support,Michele Whyatt,2023-11-24 01:46:54,2023-11-26 01:46:54,2023-11-24 02:46:54,2023-11-24 02:16:10.113,Within SLA,2023-11-24 09:10:03.766,Within SLA,,2.0,,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347
Resolved,3679,Medium,Email,Training request,2nd line support,Heather Urry,2023-11-24 02:11:22,2023-11-26 02:11:22,2023-11-24 03:11:22,2023-11-24 02:12:07.774,Within SLA,2023-11-29 21:57:51.502,SLA Violated,,7.0,,Training and Consulting Services,Tier 2,Poland,52.536273,19.050639
Resolved,3683,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-24 04:11:59,2023-11-26 04:11:59,2023-11-24 05:11:59,2023-11-24 04:33:06.392,Within SLA,2023-11-25 04:58:04.203,Within SLA,,1.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,3685,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-11-24 15:45:32,2023-11-25 15:45:32,2023-11-24 15:47:32,2023-11-24 15:47:39.905,SLA Violated,2023-11-27 02:18:28.841,SLA Violated,,5.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3693,High,Chat,Bug report,1st line support,Kristos Westoll,2023-11-25 11:16:49,2023-11-26 11:16:49,2023-11-25 11:18:49,2023-11-25 11:17:41.984,Within SLA,2023-11-25 23:40:02.567,Within SLA,,60.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,3695,Low,Chat,Feature request,1st line support,Nicola Wane,2023-11-26 16:49:41,2023-11-27 16:49:41,2023-11-26 16:51:41,2023-11-26 16:51:04.423,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,3699,Medium,Email,Bug report,2nd line support,Adolpho Messingham,2023-11-27 03:24:46,2023-11-29 03:24:46,2023-11-27 04:24:46,2023-11-27 04:22:32.706,Within SLA,2023-11-30 18:53:18.962,SLA Violated,,5.0,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
In progress,3700,High,Chat,Feature request,1st line support,Bernard Beckley,2023-11-27 07:00:19,2023-11-28 07:00:19,2023-11-27 07:02:19,2023-11-27 07:05:56.785,SLA Violated,,SLA Violated,,6.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,3704,High,Chat,Product setup,2nd line support,Michele Whyatt,2023-11-27 06:31:14,2023-11-28 06:31:14,2023-11-27 06:33:14,2023-11-27 06:31:53.337,Within SLA,2023-12-02 05:33:10.356,SLA Violated,,2.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
Resolved,3707,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-28 01:50:18,2023-11-30 01:50:18,2023-11-28 02:50:18,2023-11-28 02:26:28.618,Within SLA,2023-12-03 14:32:57.587,SLA Violated,,4.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,3708,Medium,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-11-28 02:08:15,2023-11-30 02:08:15,2023-11-28 03:08:15,2023-11-28 02:43:20.405,Within SLA,2023-11-28 04:33:22.480,Within SLA,,1.0,,Custom software development,Tier 2,France,48.864716,2.349014
